UNITID,CIPCODE,CREDLEV
168740,5206,3
168740,5208,3
168740,5211,3
168740,5212,3
168740,5214,3
168740,5401,3
168740,5401,5
168786,301,3
168786,502,3
168786,901,3
168786,904,3
168786,1101,3
168786,1108,3
168786,1301,3
168786,1301,5
168786,1302,3
168786,1302,5
168786,1305,5
168786,1310,3
168786,1310,5
168786,1312,3
168786,1313,3
168786,1313,5
168786,1314,3
168786,1314,5
168786,1601,3
168786,1603,3
168786,1605,3
168786,1609,3
168786,1907,3
168786,2301,3
168786,2313,3
168786,2401,2
168786,2401,3
168786,2601,3
168786,2701,3
168786,3020,3
168786,3033,3
168786,3033,5
168786,3105,3
168786,3801,3
168786,3802,3
168786,3905,2
168786,3905,3
168786,3906,3
168786,4005,3
168786,4008,3
168786,4201,3
168786,4402,3
168786,4501,3
168786,4506,3
168786,4507,3
168786,4509,3
168786,4510,3
168786,4511,3
168786,4512,3
168786,5005,3
168786,5006,3
168786,5007,3
168786,5009,3
168786,5010,3
168786,5100,3
168786,5109,3
168786,5115,5
168786,5202,3
168786,5203,3
168786,5205,3
168786,5210,3
168786,5211,3
168786,5212,3
168786,5299,3
168786,5299,5
168786,5401,3
168847,102,2
168847,183,2
168847,907,2
168847,907,3
168847,1003,2
168847,1003,3
168847,1102,2
168847,1102,3
168847,1102,4
168847,1102,8
168847,1103,2
168847,1105,2
168847,1107,3
168847,1108,3
168847,1109,1
168847,1109,2
168847,1110,1
168847,1110,2
168847,1110,3
168847,1110,8
168847,1205,1
168847,1205,2
168847,1205,3
168847,1301,3
168847,1304,5
168847,1312,1
168847,1312,3
168847,1312,4
168847,1312,8
168847,1315,2
168847,1408,3
168847,1410,3
168847,1419,3
168847,1435,3
168847,1501,3
168847,1503,2
168847,1503,3
168847,1504,2
168847,1505,1
168847,1505,2
168847,1506,2
168847,1506,3
168847,1508,2
168847,1512,2
168847,1513,2
168847,1513,3
168847,1616,2
168847,1616,3
168847,1907,1
168847,1907,2
168847,1907,3
168847,2203,2
168847,2203,3
168847,2401,3
168847,4201,3
168847,4228,5
168847,4301,1
168847,4301,2
168847,4301,3
168847,4302,2
168847,4399,2
168847,4399,3
168847,4701,2
168847,4702,2
168847,4706,1
168847,4706,2
168847,4805,1
168847,4805,2
168847,4901,2
168847,4901,3
168847,4902,1
168847,4902,2
168847,5004,2
168847,5004,3
168847,5106,1
168847,5106,2
168847,5107,1
168847,5107,2
168847,5107,3
168847,5107,5
168847,5108,1
168847,5108,2
168847,5108,3
168847,5109,1
168847,5109,2
168847,5109,3
168847,5110,1
168847,5110,2
168847,5115,1
168847,5115,2
168847,5115,4
168847,5118,1
168847,5118,2
168847,5123,2
168847,5123,3
168847,5123,5
168847,5132,5
168847,5135,1
168847,5135,2
168847,5138,2
168847,5138,3
168847,5138,5
168847,5139,1
168847,5199,2
168847,5201,2
168847,5202,2
168847,5202,3
168847,5202,5
168847,5202,6
168847,5202,8
168847,5203,1
168847,5203,2
168847,5203,3
168847,5203,4
168847,5203,5
168847,5203,8
168847,5204,2
168847,5207,2
168847,5208,3
168847,5208,5
168847,5210,2
168847,5210,3
168847,5210,5
168847,5212,5
168847,5212,8
168847,5214,2
168847,5214,3
168847,5214,5
168847,5218,2
168847,5220,3
168883,301,2
168883,302,1
168883,1106,1
168883,1108,2
168883,1109,2
168883,1401,2
168883,1504,1
168883,1504,2
168883,1505,1
168883,1505,2
168883,1511,2
168883,1512,2
168883,1907,1
168883,1907,2
168883,2401,2
168883,2602,2
168883,4301,1
168883,4301,2
168883,4400,2
168883,4706,1
168883,4706,2
168883,4805,1
168883,5007,2
168883,5107,2
168883,5108,1
168883,5109,1
168883,5109,2
168883,5111,2
168883,5138,2
168883,5139,1
168883,5201,2
168883,5202,2
168883,5203,1
168883,5203,2
168883,5204,1
168883,5204,2
168883,5207,1
168883,5207,2
168892,1204,1
168892,5134,1
168892,5135,1
169080,301,3
169080,501,3
169080,901,3
169080,907,3
169080,909,3
169080,1105,3
169080,1107,3
169080,1301,5
169080,1303,5
169080,1304,5
169080,1310,3
169080,1310,5
169080,1312,3
169080,1313,3
169080,1313,5
169080,1401,3
169080,1601,3
169080,1603,3
169080,1605,3
169080,1606,3
169080,1609,3
169080,1612,3
169080,2301,3
169080,2313,3
169080,2314,3
169080,2601,3
169080,2602,3
169080,2612,3
169080,2701,3
169080,2705,3
169080,3001,3
169080,3008,3
169080,3022,3
169080,3099,3
169080,3101,3
169080,3105,3
169080,3801,3
169080,3802,3
169080,3907,1
169080,3907,2
169080,4005,3
169080,4006,3
169080,4008,3
169080,4201,3
169080,4407,3
169080,4501,3
169080,4506,3
169080,4507,3
169080,4509,3
169080,4510,3
169080,4511,3
169080,5004,3
169080,5005,3
169080,5006,3
169080,5007,3
169080,5009,3
169080,5102,3
169080,5102,5
169080,5122,3
169080,5123,3
169080,5138,3
169080,5202,3
169080,5203,3
169080,5203,5
169080,5212,3
169080,5213,3
169080,5299,3
169080,5401,3
169099,3903,5
169099,3904,5
169099,3904,8
169099,3906,5
169099,3906,6
169099,3906,8
169099,3907,8
169099,3999,5
169099,3999,8
169187,5107,1
169187,5108,1
169187,5109,1
169187,5135,1
169220,4228,5
169220,4228,6
169220,4228,7
169220,4228,8
169248,301,3
169248,301,6
169248,302,3
169248,502,3
169248,901,3
169248,901,5
169248,904,3
169248,907,3
169248,907,5
169248,909,3
169248,1101,3
169248,1101,5
169248,1101,8
169248,1107,3
169248,1107,5
169248,1108,8
169248,1301,5
169248,1303,5
169248,1304,5
169248,1304,6
169248,1304,8
169248,1305,6
169248,1310,3
169248,1310,5
169248,1311,5
169248,1312,3
169248,1312,5
169248,1312,8
169248,1313,3
169248,1313,5
169248,1314,5
169248,1401,5
169248,1405,3
169248,1409,3
169248,1410,3
169248,1419,3
169248,1506,3
169248,1508,3
169248,1510,3
169248,1513,3
169248,1515,5
169248,1515,8
169248,1605,3
169248,1609,3
169248,1609,5
169248,1905,3
169248,1905,5
169248,1907,3
169248,1907,5
169248,2200,3
169248,2301,3
169248,2301,5
169248,2313,2
169248,2313,3
169248,2313,5
169248,2314,3
169248,2401,3
169248,2401,5
169248,2601,3
169248,2601,5
169248,2602,3
169248,2609,5
169248,2613,3
169248,2613,5
169248,2615,3
169248,2615,5
169248,2615,6
169248,2699,3
169248,2701,3
169248,2701,5
169248,2701,6
169248,2703,3
169248,2705,3
169248,2705,5
169248,2705,6
169248,3012,5
169248,3012,8
169248,3101,3
169248,3103,3
169248,3103,5
169248,3103,8
169248,3105,3
169248,3105,5
169248,3801,3
169248,3802,3
169248,4002,3
169248,4004,3
169248,4005,3
169248,4005,5
169248,4006,3
169248,4008,3
169248,4008,5
169248,4010,6
169248,4201,3
169248,4227,5
169248,4227,6
169248,4228,5
169248,4228,6
169248,4228,8
169248,4402,3
169248,4404,3
169248,4404,5
169248,4404,8
169248,4407,3
169248,4501,3
169248,4502,3
169248,4506,3
169248,4506,5
169248,4507,3
169248,4507,5
169248,4509,3
169248,4510,3
169248,4510,5
169248,4511,3
169248,4599,3
169248,5004,3
169248,5005,3
169248,5006,5
169248,5007,3
169248,5009,3
169248,5009,5
169248,5102,3
169248,5102,5
169248,5102,6
169248,5102,7
169248,5107,3
169248,5107,5
169248,5107,6
169248,5107,8
169248,5109,3
169248,5109,5
169248,5112,6
169248,5112,7
169248,5115,3
169248,5115,5
169248,5122,3
169248,5122,5
169248,5122,8
169248,5123,3
169248,5123,6
169248,5123,7
169248,5131,3
169248,5202,3
169248,5202,5
169248,5202,8
169248,5203,3
169248,5207,3
169248,5207,5
169248,5208,3
169248,5209,3
169248,5210,3
169248,5210,5
169248,5210,8
169248,5211,3
169248,5211,5
169248,5211,8
169248,5212,3
169248,5212,5
169248,5212,8
169248,5213,3
169248,5213,8
169248,5214,3
169248,5215,3
169248,5219,3
169248,5219,5
169248,5401,3
169248,5401,5
169248,5401,6
169248,5401,8
169275,1001,1
169275,1001,2
169275,1102,1
169275,1102,2
169275,1106,1
169275,1108,1
169275,1108,2
169275,1109,2
169275,1110,1
169275,1199,1
169275,1204,1
169275,1204,2
169275,1205,1
169275,1205,2
169275,1312,1
169275,1312,2
169275,1315,1
169275,1315,2
169275,1501,1
169275,1501,2
169275,1503,1
169275,1503,2
169275,1504,1
169275,1505,1
169275,1505,2
169275,1506,1
169275,1506,2
169275,1507,1
169275,1507,2
169275,1508,1
169275,1508,2
169275,1511,2
169275,1513,1
169275,1513,2
169275,1599,2
169275,1616,2
169275,1905,2
169275,1907,1
169275,1907,2
169275,2401,1
169275,2401,2
169275,2601,2
169275,4199,1
169275,4301,1
169275,4301,2
169275,4302,2
169275,4599,1
169275,4603,1
169275,4604,1
169275,4701,1
169275,4706,1
169275,4706,2
169275,4805,1
169275,4899,2
169275,5001,2
169275,5004,1
169275,5004,2
169275,5006,1
169275,5006,2
169275,5007,1
169275,5007,2
169275,5009,1
169275,5009,2
169275,5106,1
169275,5106,2
169275,5107,1
169275,5107,2
169275,5108,2
169275,5109,2
169275,5110,1
169275,5110,2
169275,5111,1
169275,5115,1
169275,5115,2
169275,5127,1
169275,5138,2
169275,5139,1
169275,5201,2
169275,5202,1
169275,5202,2
169275,5202,3
169275,5203,1
169275,5203,2
169275,5204,1
169275,5204,2
169275,5207,1
169275,5207,2
169275,5214,1
169275,5214,2
169275,5217,1
169284,1204,1
169327,907,3
169327,1110,3
169327,1205,2
169327,3019,3
169327,4301,3
169327,5107,3
169327,5107,5
169327,5107,8
169327,5201,3
169327,5202,1
169327,5202,2
169327,5202,3
169327,5202,5
169327,5203,1
169327,5203,2
169327,5203,3
169327,5203,5
169327,5205,3
169327,5207,1
169327,5207,3
169327,5208,3
169327,5208,5
169327,5209,1
169327,5209,2
169327,5209,3
169327,5210,2
169327,5210,3
169327,5210,5
169327,5211,3
169327,5211,5
169327,5211,8
169327,5212,3
169327,5212,5
169327,5212,8
169327,5213,1
169327,5213,2
169327,5213,3
169327,5213,5
169327,5214,2
169327,5214,3
169327,5219,1
169327,5299,3
169363,901,3
169363,901,5
169363,909,3
169363,1101,5
169363,1107,3
169363,1107,5
169363,1110,5
169363,1303,5
169363,1304,5
169363,1304,8
169363,1310,5
169363,1312,3
169363,1313,3
169363,1314,5
169363,1611,3
169363,1907,3
169363,2301,3
169363,2401,2
169363,2401,3
169363,2601,3
169363,2701,3
169363,3099,3
169363,3105,3
169363,3802,3
169363,3904,3
169363,3905,3
169363,3906,3
169363,3907,3
169363,4201,3
169363,4301,2
169363,4301,3
169363,4404,3
169363,4404,5
169363,4501,3
169363,5007,3
169363,5009,3
169363,5109,3
169363,5138,3
169363,5201,3
169363,5202,2
169363,5202,3
169363,5202,5
169363,5203,3
169363,5203,5
169363,5208,3
169363,5208,5
169363,5209,3
169363,5210,3
169363,5210,5
169363,5214,3
169363,5214,5
169424,402,5
169424,5004,5
169424,5006,5
169424,5007,5
169442,1003,3
169442,1313,1
169442,1313,3
169442,1313,4
169442,3031,5
169442,5002,3
169442,5004,3
169442,5004,5
169442,5006,3
169442,5007,3
169479,1003,3
169479,1102,3
169479,1104,3
169479,1105,2
169479,1105,3
169479,1107,2
169479,1107,3
169479,1107,5
169479,1108,3
169479,1108,5
169479,1108,8
169479,1109,2
169479,1109,3
169479,1110,2
169479,1110,3
169479,1110,4
169479,1110,5
169479,1110,8
169479,1302,5
169479,1302,8
169479,2203,2
169479,2203,3
169479,2203,4
169479,2203,8
169479,2401,3
169479,2611,2
169479,2611,3
169479,3105,3
169479,4101,3
169479,4301,2
169479,4301,3
169479,4304,3
169479,4407,3
169479,4407,4
169479,4407,8
169479,5100,3
169479,5100,5
169479,5107,1
169479,5107,2
169479,5107,3
169479,5107,4
169479,5107,5
169479,5107,8
169479,5108,1
169479,5108,2
169479,5110,1
169479,5115,3
169479,5123,5
169479,5138,3
169479,5138,5
169479,5138,8
169479,5139,1
169479,5201,2
169479,5201,3
169479,5202,1
169479,5202,2
169479,5202,3
169479,5202,4
169479,5202,5
169479,5202,8
169479,5203,2
169479,5203,3
169479,5203,5
169479,5203,8
169479,5207,3
169479,5208,2
169479,5208,3
169479,5208,5
169479,5208,8
169479,5210,3
169479,5210,4
169479,5210,5
169479,5210,8
169479,5211,3
169479,5212,8
169479,5213,5
169479,5213,8
169479,5214,2
169479,5214,3
169479,5214,8
169479,5217,4
169479,5217,8
169503,1204,1
169521,199,2
169521,904,1
169521,904,2
169521,907,2
169521,1101,1
169521,1101,2
169521,1102,2
169521,1104,2
169521,1109,1
169521,1109,2
169521,1110,1
169521,1110,2
169521,1204,2
169521,1313,2
169521,1442,1
169521,1442,2
169521,1501,2
169521,1505,1
169521,1505,2
169521,1506,1
169521,1506,2
169521,1507,1
169521,1508,2
169521,1510,2
169521,1513,1
169521,1517,2
169521,1907,1
169521,1907,2
169521,2203,1
169521,2203,2
169521,2313,1
169521,2399,1
169521,2401,1
169521,2401,2
169521,3005,1
169521,3005,2
169521,3020,1
169521,3105,1
169521,3105,2
169521,4103,1
169521,4103,2
169521,4301,1
169521,4301,2
169521,4302,1
169521,4302,2
169521,4407,1
169521,4602,1
169521,4602,2
169521,4603,1
169521,4603,2
169521,4604,1
169521,4604,2
169521,4605,1
169521,4605,2
169521,4701,1
169521,4701,2
169521,4702,1
169521,4702,2
169521,4703,1
169521,4703,2
169521,4706,1
169521,4706,2
169521,4805,1
169521,4805,2
169521,4899,1
169521,4899,2
169521,5006,1
169521,5007,2
169521,5106,1
169521,5106,2
169521,5107,1
169521,5107,2
169521,5108,2
169521,5109,1
169521,5109,2
169521,5110,1
169521,5138,2
169521,5139,1
169521,5199,1
169521,5202,1
169521,5202,2
169521,5203,1
169521,5203,2
169521,5204,1
169521,5204,2
169521,5207,1
169521,5207,2
169521,5214,2
169521,5218,1
169521,5218,2
169521,5299,1
169521,5299,2
169576,5108,1
169576,5139,1
169655,1504,1
169655,1504,2
169655,4702,1
169655,4702,2
169655,4703,1
169655,4703,2
169655,4706,1
169655,4706,2
169655,4805,1
169655,5204,1
169716,402,3
169716,402,5
169716,901,3
169716,907,3
169716,1107,3
169716,1110,5
169716,1301,3
169716,1303,5
169716,1304,5
169716,1310,3
169716,1310,5
169716,1311,5
169716,1312,3
169716,1313,3
169716,1313,5
169716,1401,3
169716,1404,3
169716,1408,3
169716,1408,5
169716,1408,6
169716,1409,3
169716,1409,5
169716,1410,3
169716,1410,5
169716,1410,6
169716,1414,5
169716,1414,6
169716,1419,3
169716,1419,5
169716,1419,6
169716,1427,8
169716,1436,3
169716,1442,3
169716,1499,5
169716,1499,8
169716,1603,1
169716,1603,3
169716,1604,1
169716,1605,1
169716,1606,1
169716,1609,1
169716,1609,3
169716,1611,1
169716,1612,1
169716,1612,3
169716,2200,1
169716,2200,3
169716,2201,7
169716,2203,3
169716,2203,4
169716,2203,8
169716,2301,3
169716,2401,3
169716,2401,5
169716,2601,3
169716,2602,3
169716,2701,3
169716,3099,5
169716,3801,3
169716,3802,1
169716,3802,3
169716,3802,5
169716,4005,3
169716,4005,5
169716,4201,3
169716,4227,3
169716,4228,3
169716,4228,5
169716,4228,6
169716,4228,8
169716,4301,3
169716,4301,5
169716,4399,5
169716,4407,3
169716,4499,3
169716,4499,5
169716,4506,3
169716,4506,5
169716,4510,3
169716,4511,3
169716,5005,3
169716,5104,7
169716,5105,5
169716,5105,8
169716,5106,1
169716,5106,3
169716,5107,3
169716,5109,5
169716,5115,3
169716,5115,5
169716,5115,8
169716,5122,3
169716,5122,5
169716,5122,8
169716,5138,3
169716,5138,5
169716,5138,6
169716,5138,7
169716,5138,8
169716,5202,3
169716,5202,5
169716,5202,8
169716,5203,3
169716,5203,8
169716,5208,8
169716,5212,3
169716,5212,5
169716,5299,8
169716,5401,3
169734,1204,1
169734,5107,1
169734,5108,1
169734,5110,1
169734,5135,1
169734,5139,1
169761,1204,1
169761,1205,1
169761,2203,1
169761,4701,1
169761,4702,1
169761,5106,1
169761,5107,1
169761,5108,1
169761,5110,1
169761,5135,1
169761,5139,1
169761,5204,1
169761,5209,1
169798,110,3
169798,113,3
169798,301,3
169798,303,3
169798,403,3
169798,403,5
169798,501,8
169798,502,3
169798,502,5
169798,502,8
169798,901,3
169798,901,4
169798,901,5
169798,904,3
169798,909,3
169798,909,5
169798,1001,3
169798,1001,8
169798,1003,3
169798,1101,3
169798,1101,8
169798,1104,5
169798,1107,3
169798,1107,5
169798,1108,3
169798,1108,8
169798,1110,3
169798,1110,8
169798,1301,6
169798,1301,8
169798,1302,5
169798,1304,5
169798,1304,6
169798,1304,8
169798,1305,5
169798,1305,8
169798,1306,5
169798,1306,8
169798,1309,5
169798,1310,1
169798,1310,3
169798,1310,5
169798,1310,8
169798,1311,5
169798,1311,6
169798,1311,8
169798,1312,3
169798,1312,4
169798,1312,5
169798,1312,8
169798,1313,3
169798,1313,5
169798,1313,6
169798,1313,8
169798,1314,4
169798,1314,5
169798,1314,8
169798,1412,3
169798,1419,3
169798,1500,6
169798,1503,3
169798,1506,3
169798,1506,5
169798,1507,5
169798,1507,8
169798,1508,3
169798,1510,5
169798,1512,3
169798,1513,3
169798,1513,5
169798,1515,3
169798,1515,5
169798,1599,3
169798,1601,3
169798,1601,5
169798,1601,8
169798,1603,3
169798,1603,8
169798,1605,3
169798,1605,5
169798,1605,8
169798,1609,3
169798,1609,5
169798,1616,3
169798,1616,5
169798,1905,5
169798,1907,3
169798,1907,5
169798,2203,3
169798,2301,3
169798,2301,5
169798,2313,3
169798,2313,5
169798,2314,5
169798,2314,8
169798,2601,3
169798,2601,5
169798,2602,3
169798,2602,5
169798,2609,5
169798,2610,3
169798,2611,5
169798,2613,8
169798,2615,3
169798,2701,3
169798,2701,5
169798,2705,3
169798,2705,5
169798,3001,3
169798,3001,5
169798,3011,5
169798,3011,8
169798,3012,5
169798,3012,8
169798,3014,5
169798,3014,8
169798,3015,3
169798,3015,5
169798,3030,3
169798,3099,3
169798,3099,5
169798,3099,8
169798,3105,3
169798,3105,5
169798,3105,8
169798,3801,3
169798,3801,5
169798,4005,3
169798,4005,5
169798,4006,3
169798,4008,3
169798,4008,5
169798,4201,3
169798,4201,5
169798,4228,5
169798,4228,6
169798,4228,8
169798,4399,3
169798,4402,8
169798,4404,3
169798,4404,5
169798,4404,8
169798,4405,8
169798,4407,3
169798,4407,5
169798,4499,8
169798,4501,3
169798,4501,5
169798,4502,3
169798,4504,3
169798,4504,5
169798,4506,3
169798,4506,5
169798,4506,8
169798,4507,3
169798,4507,5
169798,4507,8
169798,4509,3
169798,4510,3
169798,4511,3
169798,4511,5
169798,4599,5
169798,4901,3
169798,5003,3
169798,5004,3
169798,5004,5
169798,5005,3
169798,5005,5
169798,5006,3
169798,5007,3
169798,5007,5
169798,5009,3
169798,5009,5
169798,5010,3
169798,5010,5
169798,5102,3
169798,5107,3
169798,5107,5
169798,5107,8
169798,5109,3
169798,5109,5
169798,5110,3
169798,5111,3
169798,5120,5
169798,5120,8
169798,5122,3
169798,5122,5
169798,5123,3
169798,5123,5
169798,5123,8
169798,5131,3
169798,5131,5
169798,5138,3
169798,5138,5
169798,5138,8
169798,5201,3
169798,5202,3
169798,5202,5
169798,5202,8
169798,5203,3
169798,5203,5
169798,5206,3
169798,5207,3
169798,5207,5
169798,5207,8
169798,5208,3
169798,5208,5
169798,5208,8
169798,5209,3
169798,5209,5
169798,5210,4
169798,5210,5
169798,5210,8
169798,5211,3
169798,5211,5
169798,5211,8
169798,5212,3
169798,5212,5
169798,5212,8
169798,5213,3
169798,5214,3
169798,5214,5
169798,5214,8
169798,5216,3
169798,5216,5
169798,5218,3
169798,5219,3
169798,5219,5
169798,5220,3
169798,5220,8
169798,5401,1
169798,5401,3
169798,5401,5
169813,1204,1
169910,402,5
169910,901,1
169910,901,3
169910,904,1
169910,909,1
169910,909,3
169910,1002,3
169910,1003,1
169910,1003,2
169910,1003,3
169910,1101,1
169910,1101,2
169910,1101,3
169910,1101,5
169910,1101,8
169910,1103,1
169910,1109,3
169910,1110,1
169910,1110,2
169910,1110,3
169910,1110,5
169910,1110,8
169910,1199,3
169910,1203,2
169910,1205,1
169910,1205,2
169910,1303,5
169910,1304,5
169910,1304,6
169910,1312,2
169910,1312,3
169910,1313,3
169910,1313,5
169910,1313,8
169910,1401,2
169910,1427,3
169910,1436,3
169910,1438,1
169910,1438,3
169910,1501,2
169910,1501,3
169910,1502,2
169910,1503,1
169910,1503,3
169910,1505,1
169910,1505,2
169910,1505,3
169910,1506,2
169910,1506,3
169910,1507,1
169910,1507,3
169910,1508,1
169910,1508,2
169910,1508,3
169910,1510,2
169910,1511,1
169910,1511,2
169910,1511,3
169910,1513,2
169910,1517,3
169910,1609,3
169910,1907,1
169910,1907,2
169910,1907,3
169910,2203,2
169910,2313,1
169910,2313,2
169910,2313,3
169910,2401,1
169910,2401,2
169910,2401,3
169910,2601,3
169910,2602,3
169910,2612,3
169910,2613,3
169910,2703,3
169910,3001,2
169910,3103,3
169910,3105,1
169910,4005,3
169910,4103,2
169910,4201,2
169910,4201,3
169910,4301,1
169910,4301,2
169910,4301,3
169910,4301,4
169910,4301,5
169910,4304,1
169910,4407,2
169910,4407,3
169910,4407,5
169910,4507,1
169910,4510,3
169910,4511,3
169910,4701,1
169910,4701,2
169910,4703,1
169910,4703,2
169910,4703,3
169910,4706,1
169910,4706,2
169910,4805,1
169910,4805,2
169910,5004,2
169910,5004,3
169910,5004,5
169910,5004,8
169910,5006,3
169910,5007,3
169910,5007,5
169910,5010,2
169910,5010,3
169910,5106,2
169910,5106,3
169910,5107,1
169910,5107,2
169910,5107,3
169910,5107,4
169910,5107,5
169910,5109,1
169910,5109,2
169910,5109,3
169910,5110,2
169910,5110,3
169910,5111,2
169910,5111,3
169910,5117,7
169910,5120,7
169910,5122,3
169910,5122,5
169910,5131,1
169910,5131,2
169910,5132,8
169910,5138,3
169910,5138,5
169910,5138,6
169910,5138,8
169910,5199,2
169910,5199,3
169910,5201,2
169910,5202,1
169910,5202,2
169910,5202,3
169910,5202,4
169910,5202,5
169910,5202,8
169910,5203,2
169910,5203,3
169910,5203,8
169910,5204,1
169910,5207,1
169910,5208,1
169910,5208,3
169910,5209,1
169910,5209,2
169910,5209,3
169910,5210,1
169910,5210,3
169910,5211,1
169910,5213,1
169910,5213,3
169910,5213,8
169910,5214,1
169910,5214,2
169910,5214,3
169910,5215,1
169910,5217,1
169910,5217,3
169910,5218,1
169910,5219,1
169910,5219,3
169910,5220,1
169910,5220,3
169910,5401,3
169947,1204,1
169974,101,2
169974,102,1
169974,1102,1
169974,1108,1
169974,1110,1
169974,1110,2
169974,1312,2
169974,1315,1
169974,1503,1
169974,1506,1
169974,1508,2
169974,1513,1
169974,1907,2
169974,2401,1
169974,2401,2
169974,4301,2
169974,4706,1
169974,4805,1
169974,5004,2
169974,5007,2
169974,5107,1
169974,5108,1
169974,5110,1
169974,5138,2
169974,5139,1
169974,5199,2
169974,5202,2
169974,5203,1
169974,5214,1
169974,5299,2
169983,1107,3
169983,1407,3
169983,1409,3
169983,1410,3
169983,1412,3
169983,1413,5
169983,1419,3
169983,1435,3
169983,1436,3
169983,1515,5
169983,2601,3
169983,2602,3
169983,2611,3
169983,2703,3
169983,3033,8
169983,4005,3
169983,4008,3
169983,5107,8
169983,5202,3
169983,5202,5
169983,5202,8
169983,5211,8
169983,5212,5
169983,5213,5
169983,5299,5
169983,5299,8
169992,301,2
169992,305,2
169992,1003,2
169992,1101,2
169992,1102,1
169992,1102,2
169992,1109,2
169992,1110,1
169992,1203,2
169992,1204,1
169992,1301,2
169992,1310,2
169992,1312,2
169992,1401,2
169992,1510,2
169992,1513,1
169992,1513,2
169992,2200,2
169992,2401,2
169992,2601,2
169992,2701,2
169992,3001,2
169992,3016,2
169992,3103,2
169992,4201,2
169992,4301,1
169992,4301,2
169992,4407,2
169992,4511,2
169992,4602,1
169992,4699,1
169992,4701,1
169992,4706,1
169992,4706,2
169992,4805,1
169992,4902,1
169992,5007,2
169992,5107,1
169992,5107,2
169992,5108,1
169992,5109,1
169992,5111,2
169992,5123,2
169992,5138,1
169992,5138,2
169992,5139,1
169992,5139,2
169992,5201,1
169992,5201,2
169992,5202,2
169992,5203,2
169992,5207,2
169992,5299,2
170000,1312,3
170000,2401,2
170000,2401,3
170000,3099,3
170000,3902,2
170000,3902,3
170000,3902,5
170000,3903,3
170000,3904,2
170000,3904,3
170000,3906,3
170000,3906,4
170000,3906,5
170000,3906,6
170000,3907,2
170000,3907,3
170000,3907,5
170000,4201,2
170000,4201,3
170000,4400,2
170000,4400,3
170000,5009,3
170000,5201,2
170000,5201,3
170000,5202,3
170037,901,3
170037,904,3
170037,907,3
170037,909,3
170037,910,3
170037,1303,5
170037,1304,5
170037,1304,6
170037,1310,3
170037,1312,2
170037,1312,3
170037,1313,3
170037,1313,5
170037,1314,5
170037,1601,3
170037,1609,3
170037,1611,3
170037,1907,3
170037,2301,3
170037,2313,3
170037,2401,3
170037,2601,3
170037,2613,3
170037,2701,3
170037,3099,3
170037,3099,5
170037,3105,3
170037,3802,5
170037,3902,3
170037,3902,5
170037,3903,3
170037,3904,5
170037,3906,3
170037,3906,5
170037,3907,3
170037,3907,5
170037,4201,3
170037,4227,3
170037,4228,3
170037,4228,5
170037,4400,2
170037,4407,3
170037,4506,3
170037,5004,3
170037,5005,3
170037,5006,3
170037,5009,3
170037,5107,5
170037,5111,2
170037,5111,3
170037,5202,2
170037,5202,3
170037,5202,5
170037,5203,3
170037,5208,3
170037,5208,5
170037,5211,3
170037,5211,5
170037,5212,3
170037,5214,3
170037,5401,3
170055,106,2
170055,402,2
170055,409,2
170055,1002,1
170055,1002,2
170055,1003,1
170055,1003,2
170055,1102,1
170055,1102,2
170055,1108,1
170055,1108,2
170055,1109,2
170055,1110,1
170055,1110,2
170055,1199,1
170055,1205,1
170055,1205,2
170055,1313,2
170055,1315,2
170055,1503,1
170055,1503,2
170055,1504,1
170055,1504,2
170055,1505,2
170055,1506,1
170055,1506,2
170055,1507,1
170055,1507,2
170055,1513,1
170055,1513,2
170055,1599,2
170055,1907,1
170055,1907,2
170055,2401,2
170055,4005,2
170055,4103,1
170055,4103,2
170055,4301,1
170055,4301,2
170055,4400,1
170055,4603,1
170055,4604,1
170055,4700,1
170055,4700,2
170055,4701,1
170055,4702,1
170055,4702,2
170055,4703,1
170055,4703,2
170055,4706,1
170055,4706,2
170055,4805,1
170055,4805,2
170055,5004,2
170055,5006,2
170055,5007,2
170055,5009,2
170055,5010,2
170055,5106,1
170055,5106,2
170055,5108,1
170055,5108,2
170055,5109,1
170055,5109,2
170055,5115,1
170055,5138,2
170055,5139,1
170055,5139,2
170055,5201,2
170055,5202,1
170055,5202,2
170055,5203,2
170055,5204,2
170055,5207,1
170055,5214,2
170055,5218,1
170055,5218,2
170055,5219,2
170082,301,1
170082,301,3
170082,501,3
170082,502,1
170082,502,3
170082,901,3
170082,901,5
170082,904,3
170082,907,3
170082,909,3
170082,999,3
170082,1101,3
170082,1101,4
170082,1101,5
170082,1101,8
170082,1104,3
170082,1104,8
170082,1108,8
170082,1301,3
170082,1301,5
170082,1302,1
170082,1303,5
170082,1304,5
170082,1304,8
170082,1305,5
170082,1305,8
170082,1310,3
170082,1310,5
170082,1311,5
170082,1313,3
170082,1313,5
170082,1401,3
170082,1401,5
170082,1409,3
170082,1410,3
170082,1419,3
170082,1436,3
170082,1505,1
170082,1505,8
170082,1507,3
170082,1515,1
170082,1601,5
170082,1602,3
170082,1605,3
170082,1609,3
170082,1612,3
170082,2203,1
170082,2203,3
170082,2301,3
170082,2301,5
170082,2313,3
170082,2313,5
170082,2401,3
170082,2401,5
170082,2601,3
170082,2601,5
170082,2602,3
170082,2604,3
170082,2604,5
170082,2611,5
170082,2615,3
170082,2699,8
170082,2701,3
170082,2705,3
