UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,NUMBRANCH,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,UGDS,PPTUG_EF,CURROPER,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,PFTFAC,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P10
213783,332400,3324,Mansfield University of Pennsylvania,Mansfield,PA,16933,Middle States Commission on Higher Education,www.mansfield.edu/,www.passhe.edu/answers/Calculator/MA/npcalc-213783.htm,1,1,41.807467,-77.073901,0.9602,0.9602,480,570,480,560,390,510,525,520,450,16,22,14,22,16,22,\N,\N,19,18,19,\N,1041,1614,0.0812,1,10660,13226,\N,0.7647,33300,37752,35400,38600,41016,39000,41300,42931
213826,329600,3296,Marywood University,Scranton,PA,18509-1598,Middle States Commission on Higher Education,www.marywood.edu/,www.marywood.edu/admissions/calc.html,1,2,41.434587,-75.634142,0.8203,0.8203,510,600,490,580,450,550,555,535,500,22,26,21,25,20,25,\N,\N,24,23,23,\N,1102,1755,0.0433,1,36928,36928,\N,0.4533,36500,41554,35300,39200,45924,40800,43200,50536
213914,856800,8568,Vet Tech Institute,Pittsburgh,PA,15222-3400,Accrediting Commission of Career Schools and Colleges,vti.edu/,vti.edu/get-started/financial-aid,1,3,40.443884,-80.000229,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,292,0,1,15140,15140,\N,\N,24300,29737,24400,26000,29518,24300,26700,30157
213932,1321400,13214,Roxborough Memorial Hospital School of Nursing,Philadelphia,PA,19128,Accreditation Commission for Education in Nursing,www.roxboroughmemorial.com/,nces.ed.gov/,1,3,40.028912,-75.209985,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,144,0,1,\N,\N,\N,\N,60500,72908,64400,67800,70899,73500,71000,77603
213987,329700,3297,Mercyhurst University,Erie,PA,16546,Middle States Commission on Higher Education,www.mercyhurst.edu/,https://mercyhurst.studentaidcalculator.com/survey.aspx,2,2,42.10578,-80.053412,0.8802,0.8802,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2369,0.0308,1,41350,41350,\N,0.6019,34300,36733,37800,39400,40182,40000,44200,46423
213996,329800,3298,Messiah University,Mechanicsburg,PA,17055,Middle States Commission on Higher Education,www.messiah.edu/,www.messiah.edu/info/21387/net_price_calculator,1,2,40.156579,-76.988269,0.7752,0.7752,550,660,530,650,490,600,605,590,545,23,29,22,30,21,29,\N,\N,26,26,25,\N,1205,2473,0.0202,1,37180,37180,\N,0.5702,38200,42450,39100,42000,46943,43200,50500,48883
214023,3109100,31091,ASPIRA City College,Philadelphia,PA,19140-2302,Accrediting Commission of Career Schools and Colleges,https://www.aspiracitycollege.edu/,https://www.aspiracitycollege.edu/info/,1,2,40.017493,-75.135042,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5,0,1,12097,12097,\N,\N,21300,26012,22800,21700,27060,23500,23400,22344
214041,332500,3325,Millersville University of Pennsylvania,Millersville,PA,17551-0302,Middle States Commission on Higher Education,www.millersville.edu/,www.passhe.edu/answers/Calculator/MI/npcalc-214041.htm,1,1,40.000337,-76.357381,0.8455,0.8455,500,600,500,590,430,530,550,545,480,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1095,6314,0.1973,1,11665,21635,\N,0.7166,35600,41080,37500,40600,45167,42800,46000,48420
214069,324700,3247,Misericordia University,Dallas,PA,18612-1098,Middle States Commission on Higher Education,www.misericordia.edu/,www.misericordia.edu/financialaid,1,2,41.345277,-75.971541,0.8329,0.8329,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1837,0.1981,1,35940,35940,\N,1,45100,52751,47800,49200,53101,49400,54400,55958
214111,445200,4452,Montgomery County Community College,Blue Bell,PA,19422-0796,Middle States Commission on Higher Education,www.mc3.edu/,www.mc3.edu/paying-for-college/tuition-and-other-costs/net-price-calculator,1,1,40.175609,-75.276093,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8161,0.6558,1,5730,14970,\N,0.2978,32400,34749,35200,36300,38968,37300,41100,41011
214148,330000,3300,Moore College of Art and Design,Philadelphia,PA,19103-1179,Middle States Commission on Higher Education,www.moore.edu/,moore.edu/admissions-aid/undergraduate-students/tuition-financial-aid/,1,2,39.957078,-75.172105,0.5004,0.5004,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,365,0.0301,1,44806,44806,\N,0.2,29000,31869,32100,33500,35674,32100,36600,38677
214157,330100,3301,Moravian University,Bethlehem,PA,18018-6650,Middle States Commission on Higher Education,www.moravian.edu/,www.moravian.edu/admissions/resources/calculator,1,2,40.630947,-75.383638,0.801,0.801,\N,\N,\N,\N,430,550,\N,\N,490,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1951,0.0487,1,47367,47367,\N,1,42600,47647,42400,48900,52212,50100,55100,61264
214166,330200,3302,Mount Aloysius College,Cresson,PA,16630-1999,Middle States Commission on Higher Education,www.mtaloy.edu/,https://tcc.ruffalonl.com/Mount Aloysius College/Freshman-Students,1,2,40.459679,-78.600898,0.9524,0.9524,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1082,0.1534,1,24370,24370,\N,0.3642,33700,36805,37300,39200,39363,39700,43200,43272
214175,330400,3304,Muhlenberg College,Allentown,PA,18104,Middle States Commission on Higher Education,www.muhlenberg.edu/,www.muhlenberg.edu/financialaid/prospectivestudents/netpricecalculator/,1,2,40.596416,-75.508502,0.6218,0.6218,600,680,570,670,\N,\N,640,620,\N,26,31,24,34,24,28,\N,\N,29,29,26,\N,1280,2044,0.0147,1,54600,54600,\N,0.5775,45400,53011,49000,56100,60000,59500,65300,68629
214272,398800,3988,Neumann University,Aston,PA,19014-1298,Middle States Commission on Higher Education,www.neumann.edu/,https://neumann-2017-staging.aidcalculator.com/,1,2,39.874876,-75.440022,0.8034,0.8034,460,550,440,530,390,480,505,485,435,16,21,14,21,16,22,\N,\N,19,18,19,\N,991,1840,0.2168,1,32960,32960,\N,0.4358,38800,42428,38300,42000,46103,43100,47200,50165
214290,778000,7780,New Castle School of Trades,New Castle,PA,16101,Accrediting Commission of Career Schools and Colleges,https://www.ncstrades.edu/,www.ncstrades.edu/net-price-calculator,3,3,41.035228,-80.401417,1,1,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,606,0,1,\N,\N,20736,0.5625,32100,35344,30500,35900,37738,30600,39000,42437
214379,719100,7191,Northampton County Area Community College,Bethlehem,PA,18020-7599,Middle States Commission on Higher Education,www.northampton.edu/,https://tcc.ruffalonl.com/Northampton Community College/Freshman-Students,2,1,40.67253,-75.32351,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8126,0.5605,1,4710,14880,\N,0.1476,28600,31317,30700,32500,35108,34900,36400,37111
214476,656000,6560,Heritage Valley Kennedy School of Nursing,McKees Rocks,PA,15136,Accreditation Commission for Education in Nursing,www.heritagevalley.org/,https://www.nces.ed.gov/netprice calculator/#,1,2,40.472356,-80.091066,0.6833,0.6833,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,44,0.0455,1,20275,20275,\N,\N,\N,56754,\N,\N,53029,\N,\N,69773
214528,2183000,21830,Orleans Technical College,Philadelphia,PA,19114-1014,Accrediting Commission of Career Schools and Colleges,https://www.orleanstech.edu/,https://www.orleanstech.edu/ge/npc/npcalc.htm,1,2,40.090338,-75.011324,0.6226,0.6226,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,269,0.3011,1,\N,\N,15273,\N,27700,31514,28100,31000,32924,30300,32300,33472
214564,331100,3311,Salus University,Elkins Park,PA,19027-6262,Middle States Commission on Higher Education,https://www.salus.edu/,\N,1,2,40.085774,-75.129511,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.8136,100500,\N,91200,99200,\N,89000,92200,\N
214582,1099800,10998,Pennsylvania Institute of Technology,Media,PA,19063-4098,Middle States Commission on Higher Education,www.pit.edu/,https://www.pit.edu/financial-aid/net-price-calculator/,1,2,39.908335,-75.38893,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,452,0.5332,1,13905,13905,\N,0.2941,24800,28189,29400,28200,31004,37800,32500,32498
214883,330900,3309,Peirce College,Philadelphia,PA,19102-4699,Middle States Commission on Higher Education,https://www.peirce.edu/,https://npc.collegeboard.org/app/peirce,1,2,39.945483,-75.166332,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,947,0.7624,1,15060,15060,\N,1,40500,36199,45500,44200,41627,46700,50300,49537
214892,490200,4902,Penn Commercial Business/Technical School,Washington,PA,15301-6822,Accrediting Commission of Career Schools and Colleges,www.penncommercial.edu/,www.penncommercial.edu/index.php?id=43,1,3,40.182387,-80.238844,0.9065,0.9065,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,238,0,1,17313,17313,\N,0.9355,24700,25632,26900,26500,25833,26600,29600,27741
214944,944900,9449,Pennco Tech-Bristol,Bristol,PA,19007,Accrediting Commission of Career Schools and Colleges,https://www.penncotech.edu/,https://www.penncotech.edu/npc/Bristol/npcalc.htm,1,3,40.097992,-74.870959,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,511,0.3249,1,\N,\N,18000,0.5263,29700,34466,33400,36800,36380,35100,39000,41273
214971,2107300,21073,Pennsylvania Academy of the Fine Arts,Philadelphia,PA,19102-1510,Middle States Commission on Higher Education,https://www.pafa.org/,https://www.pafa.org/admissions/financial-aid-scholarships/net-price-calculator,1,2,39.955692,-75.163456,0.8779,0.8779,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,135,0.0667,1,40376,40376,\N,0.3878,21200,26661,18600,22900,22005,23800,26300,27570
215008,2330600,23306,Pennsylvania Gunsmith School,Pittsburgh,PA,15202-2637,Accrediting Commission of Career Schools and Colleges,https://pagunsmith.edu/,https://pagunsmith.edu/netpricecalculator/npcalc.htm,1,3,40.496672,-80.068863,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,64,0,1,\N,\N,27144,\N,\N,34965,\N,\N,40354,\N,\N,42662
215044,3766300,37663,Cortiva Institute,King of Prussia,PA,19406,Commission on Massage Therapy Accreditation,www.cortiva.edu/,www.cortiva.edu/consumer-information/#1508519590549-134539ca-76c4,1,3,40.08063,-75.378356,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,104,0.1731,1,\N,\N,12401,\N,29400,24274,\N,29100,31690,\N,\N,28256
215053,2269900,22699,Pennsylvania College of Art and Design,Lancaster,PA,17608-0059,National Association of Schools of Arts and Design,pcad.edu/,https://connect.pcad.edu/register/npc,1,2,40.041152,-76.308769,0.4709,0.4709,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,240,0.0125,1,27650,27650,\N,0.2059,24300,27071,24500,30100,30099,27100,30600,36934
215062,337800,3378,University of Pennsylvania,Philadelphia,PA,19104-6303,Middle States Commission on Higher Education,www.upenn.edu/,https://npc.collegeboard.org/student/app/upenn,1,2,39.950929,-75.19391,0.0898,0.0898,710,770,750,800,690,780,740,775,735,33,35,34,36,31,35,8,10,34,35,33,9,1517,10507,0.0564,1,60042,60042,\N,0.7943,91200,80445,102200,107800,92773,104600,131600,103246
215105,335000,3350,The University of the Arts,Philadelphia,PA,19102-4901,Middle States Commission on Higher Education,https://www.uarts.edu/,https://www.uarts.edu/admissions/freshman-net-price-calculator,1,2,39.946017,-75.165888,0.7582,0.7582,\N,\N,\N,\N,450,580,\N,\N,515,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1377,0.0254,1,46680,46680,\N,0.3045,26600,28859,28000,33400,35141,32800,39100,39510
215114,335100,3351,Cairn University-Langhorne,Langhorne,PA,19047-2990,Middle States Commission on Higher Education,www.cairn.edu/,cairn.edu/admissions/undergrad/aid/#calculator,1,2,40.165809,-74.909509,0.8145,0.8145,\N,\N,\N,\N,430,550,\N,\N,490,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,885,0.0599,1,29853,29853,\N,0.3723,30600,33276,33500,36000,36370,35600,38700,41013
215123,335200,3352,Philadelphia College of Osteopathic Medicine,Philadelphia,PA,19131,Middle States Commission on Higher Education,www.pcom.edu/,www.pcom.edu/about/departments/financial-aid/costs-of-attendance/,1,2,40.004885,-75.216092,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,\N,151500,\N,124400,185000,\N,156000,209300,\N
215132,335300,3353,University of the Sciences,Philadelphia,PA,19104-4495,Middle States Commission on Higher Education,www.usciences.edu/,https://tcc.ruffalonl.com/University of the Sciences in Philadelphia/Freshman Students,1,2,39.946412,-75.207001,0.714,0.714,560,650,550,670,510,610,605,610,560,22,29,21,28,21,28,\N,\N,26,25,25,\N,1218,1393,0.0079,1,27500,27500,\N,0.9505,74900,77779,87000,87500,92073,89100,92400,98779
215239,324900,3249,Community College of Philadelphia,Philadelphia,PA,19130-3991,Middle States Commission on Higher Education,www.ccp.edu/,ccp.edu/paying-college/financial-aid/net-price-calculator,1,1,39.962458,-75.165604,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12478,0.6665,1,4536,12648,\N,0.5218,28600,30368,30700,32200,34231,33000,35900,36106
215266,337903,3379,University of Pittsburgh-Bradford,Bradford,PA,16701,Middle States Commission on Higher Education,www.upb.pitt.edu/,pitt.studentaidcalculator.com/survey.aspx,5,1,41.943415,-78.673701,0.7919,0.6818,480,575,470,570,410,520,528,520,465,18,25,15,24,16,24,6,8,22,20,20,7,1290,1297,0.0347,1,14082,25550,\N,0.7447,44300,48483,47600,50000,53965,52500,61200,57961
215275,337904,3379,University of Pittsburgh-Greensburg,Greensburg,PA,15601-5860,Middle States Commission on Higher Education,www.greensburg.pitt.edu/,pitt.studentaidcalculator.com/survey.aspx,5,1,40.276447,-79.532676,0.9002,0.6818,500,590,490,580,435,530,545,535,483,20,24,19,23,19,24,6,8,22,21,22,7,1290,1398,0.0486,1,14114,25582,\N,0.8421,44300,48483,47600,50000,53965,52500,61200,57961
215284,337902,3379,University of Pittsburgh-Johnstown,Johnstown,PA,15904,Middle States Commission on Higher Education,www.upj.pitt.edu/,pitt.studentaidcalculator.com/survey.aspx,5,1,40.265957,-78.834163,0.8662,0.6818,500,600,510,590,420,530,550,550,475,21,25,18,24,18,25,6,8,23,21,22,7,1290,2353,0.0251,1,14090,25558,\N,0.9568,44300,48483,47600,50000,53965,52500,61200,57961
215293,337900,3379,University of Pittsburgh-Pittsburgh Campus,Pittsburgh,PA,15260,Middle States Commission on Higher Education,www.pitt.edu/,pitt.studentaidcalculator.com/survey.aspx,5,1,40.444388,-79.953254,0.6388,0.6818,623,700,620,720,570,670,662,670,620,28,32,26,34,26,31,8,9,30,30,29,9,1290,19154,0.0469,1,19678,33706,\N,0.7676,44300,48483,47600,50000,53965,52500,61200,57961
215309,337901,3379,University of Pittsburgh-Titusville,Titusville,PA,16354,Middle States Commission on Higher Education,www.titusville.pitt.edu/home,pitt.studentaidcalculator.com/survey.aspx,5,1,41.628697,-79.664156,0.75,0.6818,\N,\N,\N,\N,360,448,\N,\N,404,\N,\N,\N,\N,\N,\N,5,8,\N,\N,\N,7,1290,33,0.303,1,11626,21566,\N,0.7692,44300,48483,47600,50000,53965,52500,61200,57961
215336,1191900,11919,Beaver Falls Beauty Academy,Beaver Falls,PA,15010-4208,National Accrediting Commission of Career Arts and Sciences,bfbeauty.com/,www.bfbeauty.com/net-price-calculator,1,3,40.754161,-80.320347,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,25,0,1,\N,\N,16600,\N,13900,18410,15000,17300,15633,\N,20600,20079
215381,531000,5310,Pittsburgh Institute of Aeronautics,West Mifflin,PA,15122,Accrediting Commission of Career Schools and Colleges,www.pia.edu/,www.pia.edu/net-price-calculators/,1,2,40.350804,-79.926575,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,567,0,1,16650,16650,\N,1,47200,52915,48000,52700,61904,53300,58600,59301
215390,1081400,10814,Pittsburgh Institute of Mortuary Science Inc,Pittsburgh,PA,15206-3706,American Board of Funeral Service Education Committee on Accreditation,www.pims.edu/,https://pims.edu/npcalc.htm,1,2,40.459175,-79.930487,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,191,0.644,1,\N,\N,25610,\N,35300,43961,39700,41500,46671,35500,38700,48132
215415,743700,7437,Pittsburgh Technical College,Oakdale,PA,15071,Middle States Commission on Higher Education,www.ptcollege.edu/,https://npc.collegeboard.org/student/app/pti,1,2,40.424679,-80.189404,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1508,0.118,1,16460,16460,\N,0.4887,29200,32895,31300,34200,35453,36200,37900,37342
215424,335600,3356,Pittsburgh Theological Seminary,Pittsburgh,PA,15206-2596,Middle States Commission on Higher Education,https://www.pts.edu/,https://www.pts.edu/Cost_of_Attendance,1,2,40.467347,-79.921397,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,1,\N,\N,\N,\N,\N,\N,\N,\N
215442,335700,3357,Point Park University,Pittsburgh,PA,15222-1984,Middle States Commission on Higher Education,www.pointpark.edu/,www.pointpark.edu/admissions/tuitioncosts/netpricecalc,1,2,40.438768,-80.002061,0.6951,0.6951,483,610,470,570,430,550,547,520,490,18,26,17,26,17,25,\N,\N,22,22,21,\N,1079,2787,0.1353,1,34200,34200,\N,0.3009,32800,37493,35800,38300,39715,40900,42400,43351
215479,1171500,11715,Joseph F McCloskey School of Nursing,Pottsville,PA,17901,Accreditation Commission for Education in Nursing,www.schuylkillhealthschoolofnursing.com/,www.schuylkillhealthschoolofnursing.com/,1,2,40.683923,-76.189164,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,60,0,1,\N,\N,\N,\N,\N,67430,\N,\N,67060,\N,\N,67576
215530,895500,8955,The Salon Professional Academy-Altoona,Altoona,PA,16601-2419,National Accrediting Commission of Career Arts and Sciences,www.tspaaltoona.com/,www.tspaaltoona.com/financial-aid/welcome/,2,3,40.467868,-78.404069,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,71,0.5775,1,\N,\N,14300,\N,\N,17587,\N,\N,16760,\N,19300,12248
215585,1038800,10388,Reading Area Community College,Reading,PA,19603,Middle States Commission on Higher Education,https://www.racc.edu/,https://www.racc.edu/sites/default/files/imported/HEA/NetPriceCalc/npcalc.htm,1,1,40.334861,-75.935086,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3167,0.7095,1,5820,11010,\N,1,28200,30694,30300,32000,33030,32500,34300,36076
215594,656500,6565,Reading Hospital School of Health Sciences,Reading,PA,19611,Accreditation Commission for Education in Nursing,https://reading.towerhealth.org/academics/health-sciences/,https://reading.towerhealth.org/academics/health-sciences/financial-information/net-price-calculator/,1,2,40.32606,-75.950474,0.3304,0.3304,460,555,448,533,385,490,508,491,438,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,998,307,0.2443,1,10905,10905,\N,\N,52200,60407,51900,54100,62731,50900,60400,65179
215619,2273400,22734,Reconstructionist Rabbinical College,Wyncote,PA,19095-1898,Middle States Commission on Higher Education,www.rrc.edu/,www.rrc.edu,1,2,40.087689,-75.149506,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.8571,\N,\N,\N,\N,\N,\N,\N,\N
215637,2192800,21928,Walnut Hill College,Philadelphia,PA,19104,Accrediting Commission of Career Schools and Colleges,www.walnuthillcollege.edu/,https://walnuthillcollege.studentaidcalculator.com/survey.aspx,1,3,39.955098,-75.20749,0.7475,0.7475,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,159,0,1,23550,23550,\N,0.6818,28500,35476,32400,32000,37236,33800,38800,38560
215655,335900,3359,Robert Morris University,Moon Township,PA,15108-1189,Middle States Commission on Higher Education,www.rmu.edu/,https://rmu.edu/admissions/financial-aid/net-price-calculator,1,2,40.520415,-80.210468,0.8563,0.8563,520,640,520,590,450,550,580,555,500,24,28,24,27,23,27,\N,\N,26,26,25,\N,1140,3296,0.0686,1,32130,32130,\N,1,40400,45758,40000,48000,50230,46800,53100,54576
215682,1205000,12050,Rosedale Technical College,Pittsburgh,PA,15205-9791,Accrediting Commission of Career Schools and Colleges,www.rosedaletech.org/,www.rosedaletech.org/wp-content/uploads/2021/01/index.html,1,2,40.45205,-80.103926,0.5481,0.5481,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,385,0,1,15125,15125,\N,0.8,34100,40514,31400,34400,41605,34200,37500,40426
215691,336000,3360,Rosemont College,Rosemont,PA,19010-1699,Middle States Commission on Higher Education,www.rosemont.edu/,www.rosemont.edu/admissions/tuition-and-aid/cost-of-attendance/net-price-calculator.php,1,2,40.033417,-75.32925,0.691,0.691,480,600,430,570,390,505,540,500,448,16,26,13,22,16,24,\N,\N,21,18,20,\N,1049,480,0.2229,1,20650,20650,\N,0.3364,36700,36406,42900,42600,40674,47400,46700,45641
215743,336600,3366,Saint Francis University,Loretto,PA,15940,Middle States Commission on Higher Education,www.francis.edu/,www.francis.edu/tuition-calculator,1,2,40.506734,-78.63904,0.5935,0.5935,510,620,500,600,450,560,565,550,505,22,26,21,26,19,26,\N,\N,24,24,23,\N,1134,1657,0.1141,1,39278,39278,\N,1,48900,49438,46100,52400,57113,50500,57400,58461
215770,336700,3367,Saint Joseph's University,Philadelphia,PA,19131-1395,Middle States Commission on Higher Education,https://www.sju.edu/,https://sju.studentaidcalculator.com/survey.aspx,1,2,39.994442,-75.238343,0.8007,0.8007,560,650,540,640,\N,\N,605,590,\N,23,29,\N,\N,\N,\N,\N,\N,26,\N,\N,\N,1205,4217,0.065,1,47940,47940,\N,1,49600,61613,51100,58700,63202,62700,65900,73428
215798,336800,3368,Saint Vincent College,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,https://www.stvincent.edu/,https://www.shoppingsheet.com/Shopping/Landing/stvincent,1,2,40.29265,-79.403762,0.7212,0.7212,480,600,480,590,450,560,540,535,505,20,26,19,28,17,25,\N,\N,23,24,21,\N,1090,1432,0.0154,1,37604,37604,\N,0.9909,40800,44550,40800,44700,51433,46300,52100,55543
215813,336800,3368,Saint Vincent Seminary,Latrobe,PA,15650-2690,Middle States Commission on Higher Education,www.saintvincentseminary.edu/,www.saintvincentseminary.edu/,1,2,40.29265,-79.403762,\N,0.7212,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1090,\N,\N,1,\N,\N,\N,\N,40800,44550,40800,44700,51433,46300,52100,55543
215886,2251200,22512,Schuylkill Technology Center,Frackville,PA,17931,Pennsylvania State Board of Vocational Education,www.stcenters.org/,stc.schoolwires.net/,1,1,40.775735,-76.22938,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,93,0.5591,1,\N,\N,15895,\N,36500,40423,32900,34700,39042,36500,40100,39823
215929,338400,3384,University of Scranton,Scranton,PA,18510-4699,Middle States Commission on Higher Education,www.scranton.edu/,https://scranton.aidcalc.cloud/,1,2,41.406556,-75.656915,0.7873,0.7873,560,640,540,640,\N,\N,600,590,\N,23,28,22,30,22,28,\N,\N,26,26,25,\N,1200,3592,0.0262,1,47084,47084,\N,0.7024,47400,57562,50600,56000,61038,58700,62300,69236
215947,336200,3362,Seton Hill University,Greensburg,PA,15601,Middle States Commission on Higher Education,www.setonhill.edu/,https://www.setonhill.edu/tuition-financial-aid/financial-aid-process-policies/estimated-costs/,1,2,40.309407,-79.557433,0.7867,0.7867,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1615,0.0644,1,37946,37946,\N,0.9358,35900,39453,37100,41600,43111,39600,44500,47033
215974,657700,6577,UPMC Shadyside School of Nursing,Pittsburgh,PA,15232,Accreditation Commission for Education in Nursing,https://www.upmc.com/shyson,https://www.upmc.com/healthcare-professionals/education/schools-of-nursing/campuses/shadyside/price-calculator,1,2,40.454751,-79.939494,0.4074,0.4074,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,336,0.4137,1,15545,15545,\N,\N,51100,55743,50100,54300,56854,52300,53100,62896
